LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
SWE	PASSCAR	TOT	IDX2015	M	2010-12	101.4687842	
SWE	PASSCAR	TOT	IDX2015	M	2011-01	67.8127383	
SWE	PASSCAR	TOT	IDX2015	M	2011-02	73.65140413	
SWE	PASSCAR	TOT	IDX2015	M	2011-03	104.9103146	
SWE	PASSCAR	TOT	IDX2015	M	2011-04	103.2193893	
SWE	PASSCAR	TOT	IDX2015	M	2011-05	110.9578595	
SWE	PASSCAR	TOT	IDX2015	M	2011-06	99.62202845	
SWE	PASSCAR	TOT	IDX2015	M	2011-07	71.56592951	
SWE	PASSCAR	TOT	IDX2015	M	2011-08	87.33795299	
SWE	PASSCAR	TOT	IDX2015	M	2011-09	94.52272803	
SWE	PASSCAR	TOT	IDX2015	M	2011-10	88.34587713	
SWE	PASSCAR	TOT	IDX2015	M	2011-11	93.68389642	
SWE	PASSCAR	TOT	IDX2015	M	2011-12	87.38768608	
SWE	PASSCAR	TOT	IDX2015	M	2012-01	66.00908458	
SWE	PASSCAR	TOT	IDX2015	M	2012-02	73.00818938	
SWE	PASSCAR	TOT	IDX2015	M	2012-03	100.9117735	
SWE	PASSCAR	TOT	IDX2015	M	2012-04	84.18487451	
SWE	PASSCAR	TOT	IDX2015	M	2012-05	94.47962601	
SWE	PASSCAR	TOT	IDX2015	M	2012-06	92.05928185	
SWE	PASSCAR	TOT	IDX2015	M	2012-07	67.24909652	
SWE	PASSCAR	TOT	IDX2015	M	2012-08	76.20436988	
SWE	PASSCAR	TOT	IDX2015	M	2012-09	79.61274494	
SWE	PASSCAR	TOT	IDX2015	M	2012-10	85.55087696	
SWE	PASSCAR	TOT	IDX2015	M	2012-11	88.68737774	
SWE	PASSCAR	TOT	IDX2015	M	2012-12	91.13093067	
SWE	PASSCAR	TOT	IDX2015	M	2013-01	57.96226916	
SWE	PASSCAR	TOT	IDX2015	M	2013-02	63.46938099	
SWE	PASSCAR	TOT	IDX2015	M	2013-03	80.00729419	
SWE	PASSCAR	TOT	IDX2015	M	2013-04	88.33261497	
SWE	PASSCAR	TOT	IDX2015	M	2013-05	94.74155366	
SWE	PASSCAR	TOT	IDX2015	M	2013-06	83.84668943	
SWE	PASSCAR	TOT	IDX2015	M	2013-07	68.30012267	
SWE	PASSCAR	TOT	IDX2015	M	2013-08	78.93305925	
SWE	PASSCAR	TOT	IDX2015	M	2013-09	85.96200391	
SWE	PASSCAR	TOT	IDX2015	M	2013-10	89.8544478	
SWE	PASSCAR	TOT	IDX2015	M	2013-11	86.98319021	
SWE	PASSCAR	TOT	IDX2015	M	2013-12	90.33520109	
SWE	PASSCAR	TOT	IDX2015	M	2014-01	67.41818905	
SWE	PASSCAR	TOT	IDX2015	M	2014-02	75.10029508	
SWE	PASSCAR	TOT	IDX2015	M	2014-03	97.8747389	
SWE	PASSCAR	TOT	IDX2015	M	2014-04	99.19100826	
SWE	PASSCAR	TOT	IDX2015	M	2014-05	99.15785286	
SWE	PASSCAR	TOT	IDX2015	M	2014-06	102.2611982	
SWE	PASSCAR	TOT	IDX2015	M	2014-07	75.56447067	
SWE	PASSCAR	TOT	IDX2015	M	2014-08	84.89440005	
SWE	PASSCAR	TOT	IDX2015	M	2014-09	92.10901495	
SWE	PASSCAR	TOT	IDX2015	M	2014-10	98.12008886	
SWE	PASSCAR	TOT	IDX2015	M	2014-11	89.54610258	
SWE	PASSCAR	TOT	IDX2015	M	2014-12	93.12025463	
SWE	PASSCAR	TOT	IDX2015	M	2015-01	70.61768509	
SWE	PASSCAR	TOT	IDX2015	M	2015-02	82.38122078	
SWE	PASSCAR	TOT	IDX2015	M	2015-03	111.1302676	
SWE	PASSCAR	TOT	IDX2015	M	2015-04	106.2531083	
SWE	PASSCAR	TOT	IDX2015	M	2015-05	103.8924439	
SWE	PASSCAR	TOT	IDX2015	M	2015-06	114.1009913	
SWE	PASSCAR	TOT	IDX2015	M	2015-07	87.00639899	
SWE	PASSCAR	TOT	IDX2015	M	2015-08	92.24163655	
SWE	PASSCAR	TOT	IDX2015	M	2015-09	102.9839859	
SWE	PASSCAR	TOT	IDX2015	M	2015-10	108.3352674	
SWE	PASSCAR	TOT	IDX2015	M	2015-11	107.3571831	
SWE	PASSCAR	TOT	IDX2015	M	2015-12	113.699811	
SWE	PASSCAR	TOT	IDX2015	M	2016-01	74.21173038	
SWE	PASSCAR	TOT	IDX2015	M	2016-02	92.85501144	
SWE	PASSCAR	TOT	IDX2015	M	2016-03	119.5484235	
SWE	PASSCAR	TOT	IDX2015	M	2016-04	116.856205	
SWE	PASSCAR	TOT	IDX2015	M	2016-05	121.381917	
SWE	PASSCAR	TOT	IDX2015	M	2016-06	126.7763005	
SWE	PASSCAR	TOT	IDX2015	M	2016-07	85.04359935	
SWE	PASSCAR	TOT	IDX2015	M	2016-08	95.52402109	
SWE	PASSCAR	TOT	IDX2015	M	2016-09	111.3026756	
SWE	PASSCAR	TOT	IDX2015	M	2016-10	110.0692948	
SWE	PASSCAR	TOT	IDX2015	M	2016-11	107.4102318	
SWE	PASSCAR	TOT	IDX2015	M	2016-12	125.4965021	
SWE	PASSCAR	TOT	IDX2015	M	2017-01	79.70226451	
SWE	PASSCAR	TOT	IDX2015	M	2017-02	94.43983953	
SWE	PASSCAR	TOT	IDX2015	M	2017-03	130.8842545	
SWE	PASSCAR	TOT	IDX2015	M	2017-04	105.5701071	
SWE	PASSCAR	TOT	IDX2015	M	2017-05	123.1756242	
SWE	PASSCAR	TOT	IDX2015	M	2017-06	132.2270482	
SWE	PASSCAR	TOT	IDX2015	M	2017-07	86.74778688	
SWE	PASSCAR	TOT	IDX2015	M	2017-08	104.0184344	
SWE	PASSCAR	TOT	IDX2015	M	2017-09	107.8976161	
SWE	PASSCAR	TOT	IDX2015	M	2017-10	110.1621299	
SWE	PASSCAR	TOT	IDX2015	M	2017-11	110.0527171	
SWE	PASSCAR	TOT	IDX2015	M	2017-12	117.2275455	
SWE	PASSCAR	TOT	IDX2015	M	2018-01	78.95958357	
SWE	PASSCAR	TOT	IDX2015	M	2018-02	92.22174331	
SWE	PASSCAR	TOT	IDX2015	M	2018-03	125.8479493	
SWE	PASSCAR	TOT	IDX2015	M	2018-04	118.0365373	
SWE	PASSCAR	TOT	IDX2015	M	2018-05	130.7847883	
SWE	PASSCAR	TOT	IDX2015	M	2018-06	223.9746693	
SWE	PASSCAR	TOT	IDX2015	M	2018-07	45.74782003	
SWE	PASSCAR	TOT	IDX2015	M	2018-08	85.42488644	
SWE	PASSCAR	TOT	IDX2015	M	2018-09	65.93282716	
SWE	PASSCAR	TOT	IDX2015	M	2018-10	79.99734757	
SWE	PASSCAR	TOT	IDX2015	M	2018-11	87.38768608	
SWE	PASSCAR	TOT	IDX2015	M	2018-12	77.63005205	
SWE	PASSCAR	TOT	IDX2015	M	2019-01	70.01425682	
SWE	PASSCAR	TOT	IDX2015	M	2019-02	78.87337953	
SWE	PASSCAR	TOT	IDX2015	M	2019-03	103.0436657	
SWE	PASSCAR	TOT	IDX2015	M	2019-04	104.2770465	
SWE	PASSCAR	TOT	IDX2015	M	2019-05	110.2417029	
SWE	PASSCAR	TOT	IDX2015	M	2019-06	109.8073671	
SWE	PASSCAR	TOT	IDX2015	M	2019-07	82.72603694	
SWE	PASSCAR	TOT	IDX2015	M	2019-08	101.1007593	
SWE	PASSCAR	TOT	IDX2015	M	2019-09	91.93329134	
SWE	PASSCAR	TOT	IDX2015	M	2019-10	101.1007593	
SWE	PASSCAR	TOT	IDX2015	M	2019-11	103.199496	
SWE	PASSCAR	TOT	IDX2015	M	2019-12	160.356089	
SWE	PASSCAR	TOT	IDX2015	M	2020-01	58.98345546	
SWE	PASSCAR	TOT	IDX2015	M	2020-02	74.56317761	
SWE	PASSCAR	TOT	IDX2015	M	2020-03	94.60893206	
SWE	PASSCAR	TOT	IDX2015	M	2020-04	65.75047246	
SWE	PASSCAR	TOT	IDX2015	M	2020-05	56.02930937	
SWE	PASSCAR	TOT	IDX2015	M	2020-06	86.39633964	
SWE	PASSCAR	TOT	IDX2015	M	2020-07	78.92311263	
SWE	PASSCAR	TOT	IDX2015	M	2020-08	88.01100759	
SWE	PASSCAR	TOT	IDX2015	M	2020-09	98.77325022	
SWE	PASSCAR	TOT	IDX2015	M	2020-10	96.27333311	
SWE	PASSCAR	TOT	IDX2015	M	2020-11	90.98836245	
SWE	PASSCAR	TOT	IDX2015	M	2020-12	115.9576937	
SWE	PASSCAR	TOT	IDX2015	M	2021-01	71.20453566	
SWE	PASSCAR	TOT	IDX2015	M	2021-02	78.20032492	
SWE	PASSCAR	TOT	IDX2015	M	2021-03	161.5430523	
SWE	PASSCAR	TOT	IDX2015	M	2021-04	76.69838533	
SWE	PASSCAR	TOT	IDX2015	M	2021-05	85.25247837	
SWE	PASSCAR	TOT	IDX2015	M	2021-06	124.7902921	
SWE	PASSCAR	TOT	IDX2015	M	2021-07	60.04442824	
SWE	PASSCAR	TOT	IDX2015	M	2021-08	69.37767315	
SWE	PASSCAR	TOT	IDX2015	M	2021-09	78.72749577	
SWE	PASSCAR	TOT	IDX2015	M	2021-10	69.34783329	
SWE	PASSCAR	TOT	IDX2015	M	2021-11	73.2502238	
SWE	PASSCAR	TOT	IDX2015	M	2021-12	93.68058088	
SWE	PASSCAR	TOT	IDX2015	M	2022-01	68.05808826	
SWE	PASSCAR	TOT	IDX2015	M	2022-02	72.66668877	
SWE	PASSCAR	TOT	IDX2015	M	2022-03	99.1114353	
SWE	PASSCAR	TOT	IDX2015	M	2022-04	76.42319552	
SWE	PASSCAR	TOT	IDX2015	M	2022-05	91.95981566	
SWE	PASSCAR	TOT	IDX2015	M	2022-06	90.7595902	
SWE	PASSCAR	TOT	IDX2015	M	2022-07	62.29567985	
SWE	PASSCAR	TOT	IDX2015	M	2022-08	71.26089984	
SWE	PASSCAR	TOT	IDX2015	M	2022-09	76.4132489	
SWE	PASSCAR	TOT	IDX2015	M	2022-10	76.98683731	
SWE	PASSCAR	TOT	IDX2015	M	2022-11	87.18212261	
SWE	PASSCAR	TOT	IDX2015	M	2022-12	118.9582574	
SWE	PASSCAR	TOT	IDX2015	M	2023-01	50.6680813	
SWE	PASSCAR	TOT	IDX2015	M	2023-02	63.12788038	
CHE	PASSCAR	TOT	IDX2015	M	1955-01	7.303228252	
CHE	PASSCAR	TOT	IDX2015	M	1955-02	10.30741908	
CHE	PASSCAR	TOT	IDX2015	M	1955-03	17.53728492	
CHE	PASSCAR	TOT	IDX2015	M	1955-04	21.15038378	
CHE	PASSCAR	TOT	IDX2015	M	1955-05	22.129772	
CHE	PASSCAR	TOT	IDX2015	M	1955-06	21.54654081	
CHE	PASSCAR	TOT	IDX2015	M	1955-07	20.640515	
CHE	PASSCAR	TOT	IDX2015	M	1955-08	15.41711117	
CHE	PASSCAR	TOT	IDX2015	M	1955-09	14.87056119	
CHE	PASSCAR	TOT	IDX2015	M	1955-10	13.7004307	
CHE	PASSCAR	TOT	IDX2015	M	1955-11	12.64034383	
CHE	PASSCAR	TOT	IDX2015	M	1955-12	10.64488618	
CHE	PASSCAR	TOT	IDX2015	M	1956-01	12.32121733	
CHE	PASSCAR	TOT	IDX2015	M	1956-02	13.08051831	
CHE	PASSCAR	TOT	IDX2015	M	1956-03	23.63370147	
CHE	PASSCAR	TOT	IDX2015	M	1956-04	18.85047212	
CHE	PASSCAR	TOT	IDX2015	M	1956-05	22.12610388	
CHE	PASSCAR	TOT	IDX2015	M	1956-06	24.53239103	
CHE	PASSCAR	TOT	IDX2015	M	1956-07	20.8165848	
CHE	PASSCAR	TOT	IDX2015	M	1956-08	16.70462153	
CHE	PASSCAR	TOT	IDX2015	M	1956-09	15.76558264	
CHE	PASSCAR	TOT	IDX2015	M	1956-10	17.58497049	
CHE	PASSCAR	TOT	IDX2015	M	1956-11	12.23685055	
CHE	PASSCAR	TOT	IDX2015	M	1956-12	9.027244966	
CHE	PASSCAR	TOT	IDX2015	M	1957-01	10.86497342	
CHE	PASSCAR	TOT	IDX2015	M	1957-02	14.79719878	
CHE	PASSCAR	TOT	IDX2015	M	1957-03	23.64470583	
CHE	PASSCAR	TOT	IDX2015	M	1957-04	26.68924599	
CHE	PASSCAR	TOT	IDX2015	M	1957-05	25.72453025	
CHE	PASSCAR	TOT	IDX2015	M	1957-06	21.80697738	
CHE	PASSCAR	TOT	IDX2015	M	1957-07	19.64278618	
CHE	PASSCAR	TOT	IDX2015	M	1957-08	14.22497195	
CHE	PASSCAR	TOT	IDX2015	M	1957-09	14.63580147	
CHE	PASSCAR	TOT	IDX2015	M	1957-10	16.45518932	
CHE	PASSCAR	TOT	IDX2015	M	1957-11	13.64540889	
CHE	PASSCAR	TOT	IDX2015	M	1957-12	9.841567755	
CHE	PASSCAR	TOT	IDX2015	M	1958-01	12.58532202	
CHE	PASSCAR	TOT	IDX2015	M	1958-02	17.41990506	
CHE	PASSCAR	TOT	IDX2015	M	1958-03	25.8749232	
CHE	PASSCAR	TOT	IDX2015	M	1958-04	25.38706315	
CHE	PASSCAR	TOT	IDX2015	M	1958-05	25.02758732	
CHE	PASSCAR	TOT	IDX2015	M	1958-06	21.73361496	
CHE	PASSCAR	TOT	IDX2015	M	1958-07	19.65379054	
CHE	PASSCAR	TOT	IDX2015	M	1958-08	14.52942597	
CHE	PASSCAR	TOT	IDX2015	M	1958-09	15.93798431	
CHE	PASSCAR	TOT	IDX2015	M	1958-10	15.75824639	
CHE	PASSCAR	TOT	IDX2015	M	1958-11	13.11719951	
CHE	PASSCAR	TOT	IDX2015	M	1958-12	10.56785565	
CHE	PASSCAR	TOT	IDX2015	M	1959-01	11.21344488	
CHE	PASSCAR	TOT	IDX2015	M	1959-02	20.11964187	
CHE	PASSCAR	TOT	IDX2015	M	1959-03	25.17064403	
CHE	PASSCAR	TOT	IDX2015	M	1959-04	31.20470253	
CHE	PASSCAR	TOT	IDX2015	M	1959-05	28.14915801	
CHE	PASSCAR	TOT	IDX2015	M	1959-06	25.83457387	
CHE	PASSCAR	TOT	IDX2015	M	1959-07	24.78549136	
CHE	PASSCAR	TOT	IDX2015	M	1959-08	17.77204464	
CHE	PASSCAR	TOT	IDX2015	M	1959-09	18.63038488	
CHE	PASSCAR	TOT	IDX2015	M	1959-10	21.01833143	
CHE	PASSCAR	TOT	IDX2015	M	1959-11	17.7647084	
CHE	PASSCAR	TOT	IDX2015	M	1959-12	13.7004307	
CHE	PASSCAR	TOT	IDX2015	M	1960-01	16.72296213	
CHE	PASSCAR	TOT	IDX2015	M	1960-02	22.07108207	
CHE	PASSCAR	TOT	IDX2015	M	1960-03	33.71736519	
CHE	PASSCAR	TOT	IDX2015	M	1960-04	40.04120522	
CHE	PASSCAR	TOT	IDX2015	M	1960-05	35.37168761	
CHE	PASSCAR	TOT	IDX2015	M	1960-06	28.33990029	
CHE	PASSCAR	TOT	IDX2015	M	1960-07	28.13448553	
CHE	PASSCAR	TOT	IDX2015	M	1960-08	29.71911366	
CHE	PASSCAR	TOT	IDX2015	M	1960-09	22.87073237	
CHE	PASSCAR	TOT	IDX2015	M	1960-10	25.99230306	
CHE	PASSCAR	TOT	IDX2015	M	1960-11	23.33291558	
CHE	PASSCAR	TOT	IDX2015	M	1960-12	25.0239192	
CHE	PASSCAR	TOT	IDX2015	M	1961-01	23.71440012	
CHE	PASSCAR	TOT	IDX2015	M	1961-02	32.29046625	
CHE	PASSCAR	TOT	IDX2015	M	1961-03	53.48486747	
CHE	PASSCAR	TOT	IDX2015	M	1961-04	40.00085589	
CHE	PASSCAR	TOT	IDX2015	M	1961-05	40.57308272	
CHE	PASSCAR	TOT	IDX2015	M	1961-06	39.90915288	
CHE	PASSCAR	TOT	IDX2015	M	1961-07	33.4349199	
CHE	PASSCAR	TOT	IDX2015	M	1961-08	26.24540339	
CHE	PASSCAR	TOT	IDX2015	M	1961-09	26.76627652	
CHE	PASSCAR	TOT	IDX2015	M	1961-10	28.0941362	
CHE	PASSCAR	TOT	IDX2015	M	1961-11	26.35544701	
CHE	PASSCAR	TOT	IDX2015	M	1961-12	21.68226127	
CHE	PASSCAR	TOT	IDX2015	M	1962-01	26.50950807	
CHE	PASSCAR	TOT	IDX2015	M	1962-02	36.63718924	
CHE	PASSCAR	TOT	IDX2015	M	1962-03	54.64032548	
CHE	PASSCAR	TOT	IDX2015	M	1962-04	51.68748835	
CHE	PASSCAR	TOT	IDX2015	M	1962-05	52.6558722	
CHE	PASSCAR	TOT	IDX2015	M	1962-06	44.50530808	
CHE	PASSCAR	TOT	IDX2015	M	1962-07	39.18286499	
CHE	PASSCAR	TOT	IDX2015	M	1962-08	32.49588101	
CHE	PASSCAR	TOT	IDX2015	M	1962-09	30.75352369	
CHE	PASSCAR	TOT	IDX2015	M	1962-10	33.80906821	
CHE	PASSCAR	TOT	IDX2015	M	1962-11	28.37658149	
CHE	PASSCAR	TOT	IDX2015	M	1962-12	22.33885487	
CHE	PASSCAR	TOT	IDX2015	M	1963-01	24.90653934	
CHE	PASSCAR	TOT	IDX2015	M	1963-02	30.77186429	
CHE	PASSCAR	TOT	IDX2015	M	1963-03	53.94338256	
CHE	PASSCAR	TOT	IDX2015	M	1963-04	57.02827204	
CHE	PASSCAR	TOT	IDX2015	M	1963-05	59.24748504	
CHE	PASSCAR	TOT	IDX2015	M	1963-06	44.53465304	
CHE	PASSCAR	TOT	IDX2015	M	1963-07	44.90513323	
CHE	PASSCAR	TOT	IDX2015	M	1963-08	32.02636156	
CHE	PASSCAR	TOT	IDX2015	M	1963-09	31.40644917	
CHE	PASSCAR	TOT	IDX2015	M	1963-10	36.24470033	
CHE	PASSCAR	TOT	IDX2015	M	1963-11	29.79981231	
CHE	PASSCAR	TOT	IDX2015	M	1963-12	23.93815549	
CHE	PASSCAR	TOT	IDX2015	M	1964-01	28.03911439	
CHE	PASSCAR	TOT	IDX2015	M	1964-02	40.76749311	
CHE	PASSCAR	TOT	IDX2015	M	1964-03	56.63211501	
CHE	PASSCAR	TOT	IDX2015	M	1964-04	64.88538651	
CHE	PASSCAR	TOT	IDX2015	M	1964-05	50.54670282	
CHE	PASSCAR	TOT	IDX2015	M	1964-06	48.70530624	
CHE	PASSCAR	TOT	IDX2015	M	1964-07	44.79508961	
CHE	PASSCAR	TOT	IDX2015	M	1964-08	29.11387375	
CHE	PASSCAR	TOT	IDX2015	M	1964-09	33.56697224	
CHE	PASSCAR	TOT	IDX2015	M	1964-10	35.33867452	
CHE	PASSCAR	TOT	IDX2015	M	1964-11	28.16749862	
CHE	PASSCAR	TOT	IDX2015	M	1964-12	29.63107876	
CHE	PASSCAR	TOT	IDX2015	M	1965-01	24.5433954	
CHE	PASSCAR	TOT	IDX2015	M	1965-02	36.5418181	
CHE	PASSCAR	TOT	IDX2015	M	1965-03	61.05220041	
CHE	PASSCAR	TOT	IDX2015	M	1965-04	67.38337669	
CHE	PASSCAR	TOT	IDX2015	M	1965-05	52.90897253	
CHE	PASSCAR	TOT	IDX2015	M	1965-06	51.22897326	
CHE	PASSCAR	TOT	IDX2015	M	1965-07	45.01517685	
CHE	PASSCAR	TOT	IDX2015	M	1965-08	32.25745316	
CHE	PASSCAR	TOT	IDX2015	M	1965-09	36.73989662	
CHE	PASSCAR	TOT	IDX2015	M	1965-10	39.09116197	
CHE	PASSCAR	TOT	IDX2015	M	1965-11	33.83841317	
CHE	PASSCAR	TOT	IDX2015	M	1965-12	30.44173343	
CHE	PASSCAR	TOT	IDX2015	M	1966-01	25.48977053	
CHE	PASSCAR	TOT	IDX2015	M	1966-02	42.81797257	
CHE	PASSCAR	TOT	IDX2015	M	1966-03	69.96573364	
CHE	PASSCAR	TOT	IDX2015	M	1966-04	62.17831346	
CHE	PASSCAR	TOT	IDX2015	M	1966-05	58.23508374	
CHE	PASSCAR	TOT	IDX2015	M	1966-06	53.33080641	
CHE	PASSCAR	TOT	IDX2015	M	1966-07	42.74461016	
CHE	PASSCAR	TOT	IDX2015	M	1966-08	32.44452732	
CHE	PASSCAR	TOT	IDX2015	M	1966-09	38.34653347	
CHE	PASSCAR	TOT	IDX2015	M	1966-10	43.6579722	
CHE	PASSCAR	TOT	IDX2015	M	1966-11	36.35841207	
CHE	PASSCAR	TOT	IDX2015	M	1966-12	32.77099006	
CHE	PASSCAR	TOT	IDX2015	M	1967-01	29.51736702	
CHE	PASSCAR	TOT	IDX2015	M	1967-02	43.73500274	
CHE	PASSCAR	TOT	IDX2015	M	1967-03	71.09918293	
CHE	PASSCAR	TOT	IDX2015	M	1967-04	67.64014514	
CHE	PASSCAR	TOT	IDX2015	M	1967-05	63.10267987	
CHE	PASSCAR	TOT	IDX2015	M	1967-06	57.20800995	
CHE	PASSCAR	TOT	IDX2015	M	1967-07	41.08295149	
CHE	PASSCAR	TOT	IDX2015	M	1967-08	34.94618561	
CHE	PASSCAR	TOT	IDX2015	M	1967-09	37.57989625	
CHE	PASSCAR	TOT	IDX2015	M	1967-10	43.23613832	
CHE	PASSCAR	TOT	IDX2015	M	1967-11	39.39194786	
CHE	PASSCAR	TOT	IDX2015	M	1967-12	33.4349199	
CHE	PASSCAR	TOT	IDX2015	M	1968-01	29.67509621	
CHE	PASSCAR	TOT	IDX2015	M	1968-02	46.49342948	
CHE	PASSCAR	TOT	IDX2015	M	1968-03	71.29359332	
CHE	PASSCAR	TOT	IDX2015	M	1968-04	78.85725814	
CHE	PASSCAR	TOT	IDX2015	M	1968-05	77.45603605	
CHE	PASSCAR	TOT	IDX2015	M	1968-06	54.38355704	
CHE	PASSCAR	TOT	IDX2015	M	1968-07	56.28364354	
CHE	PASSCAR	TOT	IDX2015	M	1968-08	38.58862944	
CHE	PASSCAR	TOT	IDX2015	M	1968-09	37.6055731	
CHE	PASSCAR	TOT	IDX2015	M	1968-10	49.71403943	
CHE	PASSCAR	TOT	IDX2015	M	1968-11	42.35212124	
CHE	PASSCAR	TOT	IDX2015	M	1968-12	32.61326087	
CHE	PASSCAR	TOT	IDX2015	M	1969-01	61.64643596	
CHE	PASSCAR	TOT	IDX2015	M	1969-02	63.14669732	
CHE	PASSCAR	TOT	IDX2015	M	1969-03	70.51595174	
CHE	PASSCAR	TOT	IDX2015	M	1969-04	67.52643339	
CHE	PASSCAR	TOT	IDX2015	M	1969-05	59.51158973	
CHE	PASSCAR	TOT	IDX2015	M	1969-06	56.07089255	
CHE	PASSCAR	TOT	IDX2015	M	1969-07	60.23054138	
CHE	PASSCAR	TOT	IDX2015	M	1969-08	40.66845386	
CHE	PASSCAR	TOT	IDX2015	M	1969-09	62.7358678	
CHE	PASSCAR	TOT	IDX2015	M	1969-10	72.71315602	
CHE	PASSCAR	TOT	IDX2015	M	1969-11	65.53464387	
CHE	PASSCAR	TOT	IDX2015	M	1969-12	49.94146291	
CHE	PASSCAR	TOT	IDX2015	M	1970-01	58.79997432	
CHE	PASSCAR	TOT	IDX2015	M	1970-02	58.24975622	
CHE	PASSCAR	TOT	IDX2015	M	1970-03	80.10441917	
CHE	PASSCAR	TOT	IDX2015	M	1970-04	90.70895602	
CHE	PASSCAR	TOT	IDX2015	M	1970-05	64.91106336	
CHE	PASSCAR	TOT	IDX2015	M	1970-06	72.08957551	
CHE	PASSCAR	TOT	IDX2015	M	1970-07	70.22617021	
CHE	PASSCAR	TOT	IDX2015	M	1970-08	38.0494157	
CHE	PASSCAR	TOT	IDX2015	M	1970-09	67.37604045	
CHE	PASSCAR	TOT	IDX2015	M	1970-10	81.70371978	
CHE	PASSCAR	TOT	IDX2015	M	1970-11	74.01900698	
CHE	PASSCAR	TOT	IDX2015	M	1970-12	73.46878888	
CHE	PASSCAR	TOT	IDX2015	M	1971-01	44.12749165	
CHE	PASSCAR	TOT	IDX2015	M	1971-02	59.9847773	
CHE	PASSCAR	TOT	IDX2015	M	1971-03	104.2443213	
CHE	PASSCAR	TOT	IDX2015	M	1971-04	107.6446692	
CHE	PASSCAR	TOT	IDX2015	M	1971-05	87.37463433	
CHE	PASSCAR	TOT	IDX2015	M	1971-06	86.82074811	
CHE	PASSCAR	TOT	IDX2015	M	1971-07	73.87228215	
CHE	PASSCAR	TOT	IDX2015	M	1971-08	56.50373078	
CHE	PASSCAR	TOT	IDX2015	M	1971-09	60.36992997	
CHE	PASSCAR	TOT	IDX2015	M	1971-10	67.75385688	
CHE	PASSCAR	TOT	IDX2015	M	1971-11	61.40067188	
CHE	PASSCAR	TOT	IDX2015	M	1971-12	53.62792418	
CHE	PASSCAR	TOT	IDX2015	M	1972-01	53.51788056	
CHE	PASSCAR	TOT	IDX2015	M	1972-02	76.81778305	
CHE	PASSCAR	TOT	IDX2015	M	1972-03	124.4226531	
CHE	PASSCAR	TOT	IDX2015	M	1972-04	103.7307844	
CHE	PASSCAR	TOT	IDX2015	M	1972-05	100.3194322	
CHE	PASSCAR	TOT	IDX2015	M	1972-06	104.7285132	
CHE	PASSCAR	TOT	IDX2015	M	1972-07	73.61918183	
CHE	PASSCAR	TOT	IDX2015	M	1972-08	61.32730946	
CHE	PASSCAR	TOT	IDX2015	M	1972-09	60.67438398	
CHE	PASSCAR	TOT	IDX2015	M	1972-10	68.37376927	
CHE	PASSCAR	TOT	IDX2015	M	1972-11	63.28975402	
CHE	PASSCAR	TOT	IDX2015	M	1972-12	58.89901358	
CHE	PASSCAR	TOT	IDX2015	M	1973-01	62.4864356	
CHE	PASSCAR	TOT	IDX2015	M	1973-02	67.92259043	
CHE	PASSCAR	TOT	IDX2015	M	1973-03	111.9913921	
CHE	PASSCAR	TOT	IDX2015	M	1973-04	105.1356746	
CHE	PASSCAR	TOT	IDX2015	M	1973-05	104.2736663	
CHE	PASSCAR	TOT	IDX2015	M	1973-06	82.37498586	
CHE	PASSCAR	TOT	IDX2015	M	1973-07	70.80940139	
CHE	PASSCAR	TOT	IDX2015	M	1973-08	53.8626839	
CHE	PASSCAR	TOT	IDX2015	M	1973-09	54.34320771	
CHE	PASSCAR	TOT	IDX2015	M	1973-10	65.27787542	
CHE	PASSCAR	TOT	IDX2015	M	1973-11	50.3119431	
CHE	PASSCAR	TOT	IDX2015	M	1973-12	46.7098486	
CHE	PASSCAR	TOT	IDX2015	M	1974-01	43.24347457	
CHE	PASSCAR	TOT	IDX2015	M	1974-02	38.14845496	
CHE	PASSCAR	TOT	IDX2015	M	1974-03	86.63000584	
CHE	PASSCAR	TOT	IDX2015	M	1974-04	104.0499109	
CHE	PASSCAR	TOT	IDX2015	M	1974-05	96.31751253	
CHE	PASSCAR	TOT	IDX2015	M	1974-06	73.12398554	
CHE	PASSCAR	TOT	IDX2015	M	1974-07	65.36957844	
CHE	PASSCAR	TOT	IDX2015	M	1974-08	47.7039093	
CHE	PASSCAR	TOT	IDX2015	M	1974-09	50.55770718	
CHE	PASSCAR	TOT	IDX2015	M	1974-10	55.86180967	
CHE	PASSCAR	TOT	IDX2015	M	1974-11	41.87893368	
CHE	PASSCAR	TOT	IDX2015	M	1974-12	38.90775594	
CHE	PASSCAR	TOT	IDX2015	M	1975-01	39.31124921	
CHE	PASSCAR	TOT	IDX2015	M	1975-02	52.26705141	
CHE	PASSCAR	TOT	IDX2015	M	1975-03	67.99228472	
CHE	PASSCAR	TOT	IDX2015	M	1975-04	72.29865838	
CHE	PASSCAR	TOT	IDX2015	M	1975-05	56.1332506	
CHE	PASSCAR	TOT	IDX2015	M	1975-06	80.9627594	
CHE	PASSCAR	TOT	IDX2015	M	1975-07	64.23246103	
CHE	PASSCAR	TOT	IDX2015	M	1975-08	64.06372748	
CHE	PASSCAR	TOT	IDX2015	M	1975-09	57.48678712	
CHE	PASSCAR	TOT	IDX2015	M	1975-10	48.01569956	
CHE	PASSCAR	TOT	IDX2015	M	1975-11	43.82303763	
